,0
vertex_472,0.04244271568142838
vertex_473,0.1048945563765701
vertex_474,0.19625395085530437
vertex_475,0.1929351118732067
vertex_476,0.16322720207922473
vertex_477,0.11508124310767928
vertex_478,0.09980561608588726
vertex_479,0.12727376662026635
vertex_480,0.0796102622452271
vertex_481,0.07704754171002803
vertex_482,0.057100628010046686
vertex_483,0.04447879662163352
vertex_484,0.06565293318920841
vertex_485,0.0438478271723378
vertex_486,0.034649497012728674
vertex_487,0.055447344920498576
vertex_488,0.06078723643851086
vertex_489,0.05599005053169661
vertex_490,0.04670187447760991
vertex_491,0.07638700147789416
vertex_492,0.090094545511469
vertex_493,0.07107801352577639
vertex_494,0.03264434472953574
vertex_495,0.09069708106796626
vertex_496,0.04185582774754248
vertex_497,0.031068940446582816
vertex_498,0.0644262058728295
vertex_499,0.08742402334450049
vertex_500,0.04872734523635829
vertex_501,0.0814757687004608
vertex_502,0.028229003370791
vertex_503,0.03950205362747553
vertex_504,0.03659665729776609
vertex_505,0.03899648143245325
vertex_506,0.0599812748715169
vertex_507,0.05300288102293925
vertex_508,0.06551557533690561
vertex_509,0.11591999049252975
vertex_510,0.05224842896965865
vertex_511,0.09665049919626577
vertex_512,0.03622879530503337
vertex_513,0.05137224056400988
vertex_514,0.0799214839419435
vertex_515,0.054544771906354976
vertex_516,0.03315409938999065
vertex_517,0.03444579878293019
vertex_518,0.0413236012729519
vertex_519,0.04333946397277289
vertex_520,0.044632943894548756
vertex_521,0.04476129346125179
vertex_522,0.05403328363135127
vertex_523,0.04609182030007168
vertex_524,0.06498935922665651
vertex_525,0.09869451618285122
vertex_526,0.09937317657236792
vertex_527,0.06851826752948917
vertex_528,0.04041157905229807
vertex_529,0.04812599080396511
vertex_530,0.07382229985058207
vertex_531,0.14106743973464747
vertex_532,0.14696602662638242
vertex_533,0.14088761195621186
vertex_534,0.09115652061689936
vertex_535,0.06292375354898988
vertex_536,0.030338245597407734
vertex_537,0.04560794186744289
vertex_538,0.04886103682509795
vertex_539,0.04956856117963638
vertex_540,0.09720571780928794
vertex_541,0.07285329069258961
vertex_542,0.06611005335947533
vertex_543,0.07203489863224506
vertex_544,0.10839705864430647
vertex_545,0.0959140728733526
vertex_546,0.07816064766675095
vertex_547,0.0728755412117844
vertex_548,0.07733286265749448
vertex_549,0.150074011385377
vertex_550,0.18448444415350865
vertex_551,0.33930411044685205
vertex_552,0.1709901598853956
vertex_553,0.24357980506327453
vertex_554,0.14135758519709105
vertex_555,0.1503426584094546
vertex_556,0.1259906917740431
vertex_557,0.16203303253582538
vertex_558,0.1338800382102597
vertex_559,0.13996875717217486
vertex_560,0.16713462840580962
vertex_561,0.14911518377883207
vertex_562,0.21438376511385276
vertex_563,0.063439690455538
vertex_564,0.11457038106069616
vertex_565,0.2269327005710004
vertex_566,0.2240133313201041
vertex_567,0.2217782773268546
vertex_568,0.3444030029293193
vertex_569,0.08486726541166771
vertex_570,0.14544779565365992
vertex_571,0.11399571531316648
vertex_572,0.1634142261448582
vertex_573,0.14102334633833488
vertex_574,0.12729259824873967
vertex_575,0.1208113613085607
vertex_576,0.17581279855474718
vertex_577,0.2977299877695723
vertex_578,0.3430376989040966
vertex_579,0.1238442397976743
vertex_580,0.069694856033979
vertex_581,0.03703559010567635
vertex_582,0.08081671400347462
vertex_583,0.08580512331110426
vertex_584,0.05321415734400321
vertex_585,0.03457266633825678
vertex_586,0.06790288642663742
vertex_587,0.049731010231035974
vertex_588,0.020871580974878495
vertex_589,0.03851308086318365
vertex_590,0.03679809623795798
vertex_591,0.04437336802805406
vertex_592,0.019225779525442386
vertex_593,0.02012572512747583
vertex_594,0.03320768923487138
vertex_595,0.07612596074129821
vertex_596,0.04722782201094345
vertex_597,0.04333804307827633
vertex_598,0.025556940129843313
vertex_599,0.04303871120482892
vertex_600,0.03662215802341379
vertex_601,0.06691801897725953
vertex_602,0.08336642487153016
vertex_603,0.030483323185863383
vertex_604,0.04209134506287534
vertex_605,0.06039583914663591
vertex_606,0.045271082670411814
vertex_607,0.1046216799224578
vertex_608,0.15103604464169493
vertex_609,0.10879728084765583
vertex_610,0.14567900845972812
vertex_611,0.14561004893553717
