vertex_index,hemisphere,x_mm,y_mm,z_mm
7829,L,-11.4927,-40.4584,42.8381
7830,L,-9.6171,-57.2531,42.9283
7831,L,-9.4029,-55.3163,42.3273
7832,L,-7.9868,-57.1313,40.8336
7833,L,-6.9180,-56.5791,38.8148
7834,L,-7.6456,-56.8821,37.5368
7835,L,-6.2654,-62.0986,36.4706
7836,L,-6.5646,-59.5833,36.1586
7837,L,-8.2698,-57.6427,35.7063
7838,L,-8.5909,-57.9468,33.7449
7839,L,-8.7643,-58.1631,31.8183
7840,L,-9.0112,-58.3966,29.9540
7841,L,-9.2899,-58.1253,28.3503
7842,L,-6.5548,-60.8995,28.2542
7843,L,-4.3945,-63.1680,26.4965
7844,L,-4.6705,-66.0241,24.7614
7845,L,-6.5289,-67.9652,27.2965
7846,L,-7.3277,-67.1929,25.7127
7847,L,-8.2760,-66.2729,24.0998
7848,L,-12.0429,-63.5392,24.4233
7849,L,-16.0589,-61.4075,24.9705
7850,L,-1.0040,18.8357,10.8272
7851,L,-0.8281,15.1612,9.7825
7852,L,-0.8124,15.3976,11.8334
7853,L,-0.6446,11.8724,12.9410
7854,L,-0.6990,8.3586,13.9660
7855,L,-0.5654,12.4123,17.1228
7856,L,-0.6485,8.5969,16.0485
7857,L,-0.7778,4.9985,15.0442
7858,L,-0.8388,1.9073,16.1759
7859,L,-0.7736,-1.0460,17.0927
7860,L,-0.6685,-4.1457,17.8040
7861,L,-6.8326,-13.0118,31.4036
7862,L,-5.9569,-12.5405,30.3538
7863,L,-6.7242,-15.9433,30.3037
7864,L,-6.2088,-19.0756,29.1655
7865,L,-5.3860,-22.2448,28.0669
7866,L,-7.9402,-25.2479,29.1967
7867,L,-6.4771,-25.4556,27.9820
7868,L,-4.6368,-25.7704,27.1442
7869,L,-3.5843,-29.1252,26.4641
7870,L,-2.3747,-32.4531,25.4376
7871,L,-1.2945,-35.4833,23.9399
7872,L,-0.6089,-37.9692,22.1810
7873,L,-3.3510,-37.6063,23.8216
7874,L,-5.3706,-39.5364,23.4716
7875,L,-7.3199,-41.5283,23.1069
7876,L,-8.9086,-39.1403,26.2333
7877,L,-8.7643,-41.4941,24.6227
7878,L,-8.5311,-43.6425,22.9265
7879,L,-8.1666,-45.6994,22.6448
7880,L,-5.7564,-46.8083,21.7760
7881,L,-4.2636,-48.6897,21.2309
7882,L,-27.0889,23.9183,-19.0468
7883,L,-28.3033,20.7575,-21.8905
7884,L,-25.8032,21.6370,-20.0625
7885,L,-24.6893,19.1470,-20.9208
7886,L,-23.3404,16.7497,-20.9523
7887,L,-19.3094,18.6602,-18.8734
7888,L,-20.6782,16.2684,-19.8451
7889,L,-21.8830,14.0860,-20.7798
7890,L,-21.6643,11.7070,-19.6808
7891,L,-22.0505,9.7256,-17.0430
7892,L,-22.7463,6.5870,-14.4511
7893,L,-16.4916,-7.1567,-12.9747
7894,L,-17.5777,-6.2744,-12.1793
7895,L,-19.4964,-9.7348,-11.9360
7896,L,-23.0404,-11.5259,-11.4264
7897,L,-27.1853,-12.9701,-12.5804
7898,L,-29.0604,-16.5772,-12.7286
7899,L,-30.7248,-15.4269,-14.0049
7900,L,-32.1565,-14.3521,-15.4472
7901,L,-35.9453,-14.2181,-18.1592
7902,L,-37.3967,-14.1482,-21.1444
7903,L,-35.5071,-14.5775,-23.9664
7904,L,-32.7163,-14.7340,-25.9361
7905,L,-34.3056,-16.4046,-24.1026
7906,L,-33.0872,-18.0849,-24.1762
7907,L,-31.6775,-19.6291,-24.1892
7908,L,-36.4970,-21.6069,-20.1322
7909,L,-33.5021,-21.4967,-22.0952
7910,L,-30.1539,-21.0016,-23.9230
7911,L,-28.5212,-22.0239,-23.4414
7912,L,-26.8732,-22.7689,-22.5531
7913,L,-25.2205,-23.3016,-21.4736
7914,L,-59.2054,-4.8504,-2.8886
7915,L,-57.7451,-5.5234,-5.2547
7916,L,-58.4387,-3.4504,-5.4133
7917,L,-56.8554,-2.3049,-8.4415
7918,L,-55.0260,-1.3811,-11.4071
7919,L,-57.4357,2.1696,-7.8048
7920,L,-56.4201,1.4213,-10.7940
7921,L,-53.3111,-0.6015,-14.2600
7922,L,-51.8149,0.0809,-17.1890
7923,L,-50.4207,0.6879,-20.4468
7924,L,-49.2112,1.5511,-23.1003
7925,L,-41.8663,13.6210,-27.9580
7926,L,-42.8439,16.2860,-27.5680
7927,L,-40.3207,16.9664,-30.0583
7928,L,-38.9498,17.9574,-32.9341
7929,L,-37.6846,16.6065,-35.9352
7930,L,-32.8567,16.7442,-37.3338
7931,L,-34.6061,16.3188,-37.8905
7932,L,-36.2965,13.7358,-37.9677
7933,L,-35.2754,9.4941,-37.7402
7934,L,-35.4272,5.1589,-37.6922
7935,L,-36.7926,1.7573,-39.4156
7936,L,-37.8767,-0.5341,-41.4405
7937,L,-35.5778,1.4423,-41.1173
7938,L,-34.1220,1.1096,-42.4908
7939,L,-32.8427,0.6329,-43.1357
7940,L,-30.3606,3.7802,-40.6900
7941,L,-31.5252,1.7358,-42.0410
7942,L,-31.9287,-0.6148,-42.2704
7943,L,-31.5671,-1.4671,-40.8015
7944,L,-31.8663,-1.8814,-38.4242
7945,L,-30.9814,-2.6428,-35.1137
7946,L,-42.1385,-65.0510,-0.7302
7947,L,-42.4070,-66.5348,-2.1023
7948,L,-44.9238,-64.7406,-2.3584
7949,L,-47.3716,-65.3678,-3.5332
7950,L,-48.4898,-65.2226,-4.8875
7951,L,-52.1650,-63.5681,-4.2424
7952,L,-50.6603,-63.7534,-5.3086
7953,L,-49.1166,-63.8607,-5.9424
7954,L,-49.6095,-62.6997,-6.7042
7955,L,-49.9294,-60.9708,-7.6448
7956,L,-50.2928,-59.3150,-8.9799
7957,L,-58.9394,-35.4085,-17.4517
7958,L,-57.2520,-38.5787,-17.3638
7959,L,-56.2385,-36.1831,-17.2490
7960,L,-54.2835,-37.5060,-18.1344
7961,L,-53.3821,-38.4714,-20.5140
7962,L,-52.0310,-31.5503,-21.2040
7963,L,-52.7255,-35.4357,-22.2246
7964,L,-53.7874,-38.9942,-23.0317
7965,L,-54.4785,-39.8517,-24.9311
7966,L,-53.4887,-40.5735,-26.2135
7967,L,-51.1160,-40.2421,-26.2887
7968,L,-48.9439,-39.3421,-25.7849
7969,L,-51.8464,-37.4939,-27.3088
7970,L,-51.9002,-34.4885,-27.3704
7971,L,-51.2412,-31.0429,-27.9435
7972,L,-54.5028,-28.0533,-30.5475
7973,L,-52.6390,-27.8645,-29.9207
7974,L,-50.5086,-27.6999,-28.8947
7975,L,-49.5816,-24.3021,-30.1097
7976,L,-48.4319,-20.6767,-31.1330
7977,L,-46.7759,-18.3063,-32.7132
7978,L,-13.0605,-81.6347,11.3663
7979,L,-14.3161,-81.2349,9.0638
7980,L,-13.5621,-82.8820,8.1742
7981,L,-12.3467,-82.7575,4.7550
7982,L,-9.4220,-82.5947,2.6333
7983,L,-11.3417,-85.8960,1.2838
7984,L,-8.9106,-84.5429,0.8912
7985,L,-6.1417,-83.5989,1.8058
7986,L,-3.9791,-83.4320,0.8547
7987,L,-3.3317,-82.8916,-1.2360
7988,L,-4.4946,-82.3632,-3.1998
7989,L,-21.2816,-87.0207,-9.7130
7990,L,-19.1461,-86.9473,-8.6195
7991,L,-21.7035,-85.1284,-9.6528
7992,L,-23.1014,-82.9278,-7.6405
7993,L,-24.0096,-80.7768,-6.2236
7994,L,-29.0405,-78.0351,-9.6946
7995,L,-27.5884,-78.6203,-6.9959
7996,L,-25.3547,-78.3599,-5.3479
7997,L,-26.4577,-75.1564,-4.8995
7998,L,-27.8643,-71.7265,-4.8840
7999,L,-29.3003,-68.1094,-5.4505
8000,L,-30.1402,-64.8915,-6.4233
8001,L,-30.8717,-66.2075,-8.2316
8002,L,-30.4749,-63.8282,-11.6544
8003,L,-28.6258,-61.8234,-14.3076
8004,L,-31.1180,-62.9849,-15.9257
8005,L,-30.0177,-60.8879,-16.1386
8006,L,-28.7126,-58.2624,-16.1535
8007,L,-31.0020,-53.5995,-16.7828
8008,L,-33.8590,-49.0421,-17.7417
8009,L,-36.0738,-46.2261,-20.8134
8010,L,-2.2798,-16.8589,1.6495
8011,L,-2.8995,-18.6846,-1.1555
8012,L,-3.1427,-20.7087,0.0995
8013,L,-3.6603,-23.9209,-1.3518
8014,L,-5.7725,-25.6698,-2.4150
8015,L,-5.5240,-26.8222,0.6195
8016,L,-7.2366,-26.9223,-1.2721
8017,L,-8.9368,-26.7654,-2.8362
8018,L,-11.4396,-28.6704,-4.1895
8019,L,-14.0777,-30.6557,-5.2953
8020,L,-18.0645,-32.6446,-5.2075
8021,L,-13.3535,-40.2498,-4.2118
8022,L,-16.5846,-40.4577,-3.3832
8023,L,-14.3074,-39.1333,-5.1348
8024,L,-15.5819,-38.1878,-6.1217
8025,L,-16.6847,-37.2986,-7.3075
8026,L,-15.9374,-41.4905,-9.4628
8027,L,-15.3114,-37.7841,-9.3747
8028,L,-17.6658,-36.2187,-8.4004
8029,L,-18.7206,-35.1680,-9.5039
8030,L,-19.6834,-34.0982,-10.6696
8031,L,-20.5110,-32.9818,-11.8510
8032,L,-21.0114,-32.0026,-12.8452
8033,L,-18.0641,-33.0086,-13.6209
8034,L,-19.5093,-35.7595,-14.7723
8035,L,-23.1827,-38.2488,-13.4005
8036,L,-23.9101,-42.2936,-9.0014
8037,L,-25.3225,-41.0581,-10.2262
8038,L,-26.5871,-39.8459,-11.5298
8039,L,-29.4276,-40.9393,-9.9500
8040,L,-31.9040,-41.8137,-8.8900
8041,L,-34.0677,-43.2172,-8.6385
8042,L,-51.6358,-7.0531,40.1645
8043,L,-54.1726,-5.0723,40.9985
8044,L,-53.0196,-5.9697,42.6741
8045,L,-53.1207,-4.5232,44.7000
8046,L,-51.8406,-2.4867,45.8788
8047,L,-51.2698,-6.9273,47.6818
8048,L,-51.1678,-3.4010,47.1796
8049,L,-49.8289,0.0222,45.9812
8050,L,-47.4485,2.0301,46.2033
8051,L,-45.3366,2.6243,46.8624
8052,L,-43.3490,2.6389,48.0177
8053,L,-44.8479,-9.3332,51.4310
8054,L,-45.1425,-8.1876,49.7358
8055,L,-45.7015,-6.9843,46.2298
8056,L,-40.7323,-7.0527,45.0470
8057,L,-43.3667,-5.8022,43.9360
8058,L,-45.2456,-3.3578,44.6994
8059,L,-43.6051,-0.5553,46.0161
8060,L,-42.6209,0.9299,47.8317
8061,L,-41.4044,2.5577,49.3498
8062,L,-39.9420,2.4907,50.3619
8063,L,-38.5861,2.8608,51.7682
8064,L,-37.0786,3.2628,53.7676
8065,L,-33.8980,0.5436,49.6821
8066,L,-34.3769,1.7608,52.4412
8067,L,-35.3610,3.7706,55.0294
8068,L,-33.7142,4.7957,55.4019
8069,L,-31.5442,5.9372,55.7483
8070,L,-29.7154,7.7464,55.4697
8071,L,-48.6066,-25.3492,55.9087
8072,L,-49.2758,-23.8364,54.8912
8073,L,-49.3089,-21.9249,56.9788
8074,L,-48.9890,-19.0800,56.5266
8075,L,-48.0801,-17.9832,54.3631
8076,L,-45.1465,-19.7790,54.2000
8077,L,-45.7080,-19.0545,52.6272
8078,L,-46.7736,-18.7210,51.2989
8079,L,-45.0691,-19.8803,47.9392
8080,L,-42.9219,-20.8588,44.2398
8081,L,-41.0263,-22.1252,40.7172
8082,L,-37.8706,-25.0661,45.3764
8083,L,-37.1370,-23.7286,44.4433
8084,L,-36.2358,-22.7479,43.5248
8085,L,-31.8269,-20.0579,43.3195
8086,L,-33.0866,-21.7090,42.0232
8087,L,-35.9272,-22.1879,42.2037
8088,L,-36.5225,-22.2114,40.6342
8089,L,-37.7004,-22.5230,38.9529
8090,L,-38.9172,-22.5531,37.2460
8091,L,-37.6473,-20.8839,34.9365
8092,L,-37.4135,-18.0292,34.0519
8093,L,-38.5377,-14.9129,34.7684
8094,L,-38.5995,-14.6741,38.0137
8095,L,-40.0735,-13.8990,37.0717
8096,L,-41.4040,-12.6755,36.3938
8097,L,-44.7877,-11.1000,37.7727
8098,L,-48.1715,-9.1344,39.2457
8099,L,-22.2921,-33.3376,71.1289
8100,L,-22.9689,-34.6418,68.0965
8101,L,-24.2418,-33.2806,70.1210
8102,L,-26.0058,-32.7067,69.2627
8103,L,-27.8467,-32.1880,68.7976
8104,L,-26.7969,-30.2885,67.6369
8105,L,-28.6271,-30.7206,68.7597
8106,L,-29.8655,-32.0206,68.3492
8107,L,-31.9136,-32.1248,67.8720
8108,L,-33.9187,-32.2270,67.1107
8109,L,-35.9921,-32.1445,66.3020
8110,L,-25.7354,-30.0702,53.1347
8111,L,-27.9509,-30.4871,55.9411
8112,L,-30.4587,-30.6946,59.3212
8113,L,-32.4123,-30.8633,55.5855
8114,L,-32.8199,-31.0018,59.1868
8115,L,-32.9934,-30.6043,62.4691
8116,L,-35.2442,-30.3566,65.0569
8117,L,-37.0400,-30.7307,66.0723
8118,L,-38.1527,-31.9613,65.3404
8119,L,-40.1170,-31.5144,64.0658
8120,L,-41.8989,-30.7457,62.5573
8121,L,-43.5713,-29.6981,60.9652
8122,L,-42.8759,-26.4331,62.2337
8123,L,-44.3695,-27.2363,61.7157
8124,L,-45.0427,-28.6555,59.5042
8125,L,-46.3795,-27.4735,58.4232
8126,L,-47.6166,-26.4207,57.1760
8127,L,-12.3390,-12.0233,66.7140
8128,L,-11.3432,-13.5855,68.3204
8129,L,-12.1131,-14.6880,67.0462
8130,L,-12.0434,-17.2348,68.1660
8131,L,-12.7919,-19.0852,70.2588
8132,L,-15.5232,-19.1782,67.7655
8133,L,-14.6831,-19.7058,70.2382
8134,L,-13.8129,-20.4171,72.5520
8135,L,-14.1563,-22.6032,73.4030
8136,L,-13.6754,-24.9550,71.7110
8137,L,-12.6188,-27.2991,68.1137
8138,L,-23.9209,-18.6981,69.8780
8139,L,-22.5072,-20.6145,70.7171
8140,L,-20.5617,-22.4541,70.4569
8141,L,-20.2265,-23.6895,64.8363
8142,L,-19.2080,-23.7162,67.2677
8143,L,-18.1519,-23.6675,69.4175
8144,L,-15.6997,-25.0097,67.9448
8145,L,-13.4942,-27.3553,65.6596
8146,L,-11.4622,-30.0142,63.7632
8147,L,-10.9392,-32.4311,60.8798
8148,L,-12.3748,-34.6953,60.5745
8149,L,-14.5731,-35.2113,62.4983
8150,L,-16.2052,-33.7925,58.9406
8151,L,-16.3739,-34.2842,61.9082
8152,L,-16.5023,-33.9020,65.5061
8153,L,-18.5934,-31.7949,69.8294
8154,L,-20.7341,-31.7594,72.2374
8155,L,-28.5307,8.9629,54.0279
8156,L,-27.9705,6.4753,53.9120
8157,L,-26.4902,5.1911,51.1663
8158,L,-24.9936,4.5001,48.6524
8159,L,-25.6479,0.5756,46.8893
8160,L,-24.3503,2.2164,46.9964
8161,L,-22.6725,3.5880,47.4614
8162,L,-21.0272,2.1691,49.0159
8163,L,-20.2274,0.4647,51.3693
8164,L,-19.4905,-1.2829,53.9554
8165,L,-25.8271,-10.6054,46.3122
8166,L,-23.8009,-9.6984,46.7279
8167,L,-22.3026,-8.4040,47.9685
8168,L,-22.8285,-12.0919,52.6777
8169,L,-22.0498,-9.7267,50.9250
8170,L,-21.1480,-6.9895,49.7942
8171,L,-20.3060,-5.6025,51.9178
8172,L,-19.5797,-4.2382,54.2647
8173,L,-18.9556,-2.9426,56.5279
8174,L,-19.0593,-4.2876,58.8561
8175,L,-19.8634,-5.9373,61.1347
8176,L,-19.2403,-7.2768,62.5956
8177,L,-18.0614,-10.9693,59.9242
8178,L,-17.7585,-9.3296,61.6522
8179,L,-17.7047,-7.8075,63.5973
8180,L,-15.7832,-8.6423,64.4015
8181,L,-13.8181,-10.2832,65.3165
8182,L,-10.4285,56.6861,2.7873
8183,L,-11.8398,54.4508,4.8259
8184,L,-10.5100,56.9581,6.2552
8185,L,-9.0783,56.6403,9.0090
8186,L,-8.9748,56.4905,11.6068
8187,L,-9.1123,60.9262,13.0149
8188,L,-8.4390,58.7291,14.0724
8189,L,-9.1930,56.1804,15.3396
8190,L,-8.6376,55.4096,18.1698
8191,L,-7.7954,53.9458,20.9218
8192,L,-7.7118,53.5019,24.1997
8193,L,-12.3509,59.7167,17.7687
8194,L,-10.9835,60.8157,20.3643
8195,L,-9.4210,60.9194,22.4701
8196,L,-10.6905,57.3172,26.6894
8197,L,-9.1561,59.2033,25.8545
8198,L,-7.9873,59.7468,24.1782
8199,L,-7.1286,57.7321,25.6115
8200,L,-6.9282,55.3912,26.6575
8201,L,-7.8405,52.7692,27.8315
8202,L,-7.5202,50.9178,30.8404
8203,L,-7.2248,49.1675,33.8900
8204,L,-6.8414,47.1450,37.3562
8205,L,-6.4469,50.0909,39.0581
8206,L,-5.9030,47.7085,39.9340
8207,L,-5.8168,44.6399,40.6662
8208,L,-5.8382,42.4222,44.1454
8209,L,-6.4726,40.1266,47.4022
8210,L,-6.8129,37.5233,50.0743
8211,L,-37.5642,52.1208,-1.8614
8212,L,-37.9056,53.6954,-3.9708
8213,L,-36.6520,53.9761,-1.9250
8214,L,-33.8278,53.6590,-2.5322
8215,L,-30.3958,52.6078,-3.2897
8216,L,-30.7810,50.4114,-0.7253
8217,L,-28.9616,50.8414,-2.4688
8218,L,-26.8893,52.0225,-3.8805
8219,L,-22.9932,52.1371,-4.1335
8220,L,-19.9950,54.3111,-3.6041
8221,L,-18.5885,57.8094,-3.7215
8222,L,-25.0204,47.1470,5.8526
8223,L,-23.5914,49.8712,4.0997
8224,L,-23.2544,52.8167,2.9905
8225,L,-20.9932,57.0283,5.8094
8226,L,-22.1228,56.2822,3.5269
8227,L,-21.8158,55.0990,1.4439
8228,L,-19.8707,57.5607,-0.1785
8229,L,-18.8918,59.8331,-2.4973
8230,L,-17.7264,61.6807,-4.5152
8231,L,-15.0389,63.8330,-4.7460
8232,L,-11.5269,64.5321,-4.2221
8233,L,-9.0790,64.9148,-2.5259
8234,L,-10.8949,63.3833,2.6866
8235,L,-9.0553,64.2562,0.8666
8236,L,-7.5236,64.0991,-0.6325
8237,L,-7.2450,61.4887,0.7370
8238,L,-8.3033,58.6503,1.5761
8239,L,-39.7583,26.0513,25.5923
8240,L,-39.0737,26.6471,23.7798
8241,L,-41.5641,28.4431,24.7159
8242,L,-43.7276,30.0717,23.3950
8243,L,-44.8447,31.6158,21.8772
8244,L,-44.5070,33.1629,23.3089
8245,L,-44.4319,33.2279,21.8098
8246,L,-43.5402,32.9904,20.6481
8247,L,-41.0529,34.0857,19.5535
8248,L,-38.1455,35.1601,17.9105
8249,L,-35.9074,37.0588,15.1251
8250,L,-39.9454,41.0226,25.7488
8251,L,-40.9735,41.3882,23.3832
8252,L,-40.5780,40.8764,20.8157
8253,L,-37.8859,45.3433,18.2640
8254,L,-38.6144,42.9860,18.2552
8255,L,-38.8775,40.3034,18.7975
8256,L,-37.2049,39.7095,16.6603
8257,L,-36.2903,39.5393,14.3538
8258,L,-35.4974,39.3248,11.4557
8259,L,-37.2170,41.7883,9.1106
8260,L,-38.7986,43.7321,7.3005
8261,L,-39.9728,45.5463,5.7314
8262,L,-38.5952,48.8574,7.9484
8263,L,-39.3873,48.3378,5.8043
8264,L,-40.2177,47.2086,3.6791
8265,L,-39.2765,49.0573,1.8287
8266,L,-38.0048,50.7976,0.2221
8267,L,-32.5306,-30.4818,19.6837
8268,L,-31.5283,-30.1041,17.7864
8269,L,-32.4409,-28.1520,19.2769
8270,L,-32.9341,-25.4502,19.1389
8271,L,-33.6728,-22.3858,19.5127
8272,L,-37.3902,-19.9632,21.0609
8273,L,-35.8967,-19.6037,20.7020
8274,L,-34.6849,-19.2045,19.7124
8275,L,-35.7156,-15.9923,19.7363
8276,L,-36.2461,-12.8180,19.3423
8277,L,-37.0505,-10.1757,17.4440
8278,L,-46.0938,-10.3361,15.7685
8279,L,-44.3784,-10.1840,15.4339
8280,L,-42.7229,-10.0236,15.0831
8281,L,-46.5123,-5.1747,12.4728
8282,L,-43.9815,-7.1478,13.8752
8283,L,-41.4302,-9.3459,15.1237
8284,L,-40.6256,-8.5380,15.9170
8285,L,-39.7488,-7.7811,16.7914
8286,L,-38.6048,-6.9663,17.3874
8287,L,-39.4246,-3.6810,17.4619
8288,L,-39.6031,-0.6031,15.9987
8289,L,-39.2866,2.1707,13.7212
8290,L,-41.8412,3.2880,11.0420
8291,L,-40.2227,4.1779,11.1724
8292,L,-39.1415,5.4864,11.7585
8293,L,-39.7011,8.7695,11.0759
8294,L,-39.3621,11.7072,9.7091
8295,L,-38.6924,14.5191,8.2280
8296,L,-57.3605,-24.8162,25.7957
8297,L,-59.2652,-26.7189,24.7856
8298,L,-58.3105,-25.2790,24.0155
8299,L,-59.0153,-25.5857,21.8205
8300,L,-59.0225,-25.6340,19.8009
8301,L,-57.5271,-22.5798,22.3225
8302,L,-57.4815,-24.3603,20.5144
8303,L,-57.6341,-25.9709,18.9152
8304,L,-55.5302,-26.3695,18.7503
8305,L,-53.2074,-26.6464,19.2745
8306,L,-50.8522,-26.8327,20.1254
8307,L,-59.8447,-17.0194,16.7886
8308,L,-56.8100,-17.3594,17.5933
8309,L,-54.0034,-18.0955,19.1478
8310,L,-52.9632,-17.7559,15.4785
8311,L,-52.3322,-18.1624,18.2904
8312,L,-51.9800,-19.7976,20.9457
8313,L,-50.7779,-22.4369,22.0247
8314,L,-49.6866,-24.9985,21.7490
8315,L,-48.6321,-26.9750,20.8135
8316,L,-46.5479,-27.0254,21.5131
8317,L,-44.3385,-27.4574,22.1416
8318,L,-41.8314,-28.0391,22.6562
8319,L,-42.2048,-23.9048,20.6403
8320,L,-40.8699,-26.2081,22.1435
8321,L,-39.2878,-28.8823,22.6113
8322,L,-36.7196,-29.6623,22.2306
8323,L,-34.3448,-30.2588,21.3180
8324,L,-39.8286,-66.9721,29.2173
8325,L,-39.9431,-65.9245,27.1689
8326,L,-38.7823,-65.0266,28.9139
8327,L,-38.1945,-62.8852,28.6271
8328,L,-38.6119,-60.7051,28.1036
8329,L,-41.9503,-61.0467,30.8252
8330,L,-40.8660,-60.0334,28.9842
8331,L,-39.7661,-58.7154,27.1053
8332,L,-41.4071,-57.2283,25.7773
8333,L,-42.9759,-55.9681,24.7042
8334,L,-44.6557,-55.3511,23.4423
8335,L,-51.3258,-60.0526,33.1438
8336,L,-51.5831,-60.1336,30.8597
8337,L,-50.9531,-59.7130,28.7370
8338,L,-50.8324,-56.5952,28.8752
8339,L,-51.7918,-58.4318,27.6074
8340,L,-49.6265,-58.5739,26.9909
8341,L,-48.0429,-57.0974,25.4743
8342,L,-47.0926,-55.6314,24.0227
8343,L,-46.6415,-54.4081,23.0177
8344,L,-48.5128,-53.4821,22.3367
8345,L,-50.9182,-53.5924,21.2314
8346,L,-53.5824,-54.1679,20.0140
8347,L,-54.2555,-53.7253,22.3155
8348,L,-55.4442,-54.4070,20.7083
8349,L,-55.8551,-54.1530,18.8343
8350,L,-57.8781,-53.2150,17.7202
8351,L,-59.5023,-51.6171,17.0559
8352,L,-61.1719,-49.7969,17.2422
8353,L,-28.5399,-51.0057,37.2886
8354,L,-28.4774,-52.9521,36.8739
8355,L,-29.6541,-52.8637,35.1515
8356,L,-31.8059,-54.8978,34.7729
8357,L,-34.1972,-56.7435,35.9466
8358,L,-35.5859,-54.6720,34.4098
8359,L,-35.5816,-56.7204,36.2758
8360,L,-36.0439,-58.9267,37.7157
8361,L,-37.5524,-61.2392,39.9439
8362,L,-38.7261,-63.4706,42.1977
8363,L,-39.2420,-65.1817,44.6572
8364,L,-42.8767,-54.4883,36.5250
8365,L,-42.6892,-57.0351,37.7436
8366,L,-42.0209,-59.0807,39.9049
8367,L,-45.1744,-60.5277,41.9278
8368,L,-43.1617,-60.9529,42.4136
8369,L,-41.2751,-60.6166,42.5366
8370,L,-41.0993,-62.4565,44.0552
8371,L,-40.6072,-64.5962,45.3353
8372,L,-39.9897,-66.7188,46.3069
8373,L,-40.3546,-67.9486,45.1140
8374,L,-40.2991,-68.5359,42.4982
8375,L,-40.1264,-68.7230,39.7799
8376,L,-42.0771,-65.8157,39.7914
8377,L,-40.7803,-67.0892,38.4259
8378,L,-39.8944,-68.3919,37.1106
8379,L,-39.2198,-68.1584,34.3240
8380,L,-39.3993,-67.8767,31.7322
8381,L,-10.6982,-68.8397,36.3521
8382,L,-14.4536,-68.2896,35.0826
8383,L,-13.4234,-69.3165,36.7238
8384,L,-15.3507,-71.1305,35.8819
8385,L,-16.3898,-74.0696,35.4698
8386,L,-13.8115,-72.3027,39.7209
8387,L,-16.3554,-73.8916,37.5894
8388,L,-17.2268,-77.3782,35.2463
8389,L,-18.0287,-80.2260,35.8651
8390,L,-17.9887,-82.9810,37.1832
8391,L,-18.1011,-84.8377,37.9566
8392,L,-10.7187,-76.4534,45.5759
8393,L,-13.4990,-76.4970,44.9075
8394,L,-16.4255,-76.5840,44.1604
8395,L,-17.4566,-76.7957,44.8875
8396,L,-17.8369,-77.6823,44.4073
8397,L,-18.0080,-78.5234,42.9970
8398,L,-18.5457,-80.8888,41.3644
8399,L,-19.4030,-83.3994,39.3421
8400,L,-19.1655,-85.6436,37.1684
8401,L,-20.2776,-85.7575,34.9033
8402,L,-21.5005,-85.7782,31.7554
8403,L,-22.8059,-84.9302,28.7528
8404,L,-22.3033,-79.2715,32.2710
8405,L,-22.9522,-81.1984,29.1476
8406,L,-23.4598,-83.0686,26.0755
8407,L,-24.3171,-81.0442,23.5761
8408,L,-24.6840,-78.8988,21.4453
8409,L,-24.9228,-76.9818,19.3968
8410,L,-14.2071,-47.1522,56.2533
8411,L,-13.6801,-47.4297,53.9225
8412,L,-11.2857,-48.0282,54.9000
8413,L,-8.1566,-47.7458,53.9669
8414,L,-6.7736,-48.5492,52.9427
8415,L,-6.8117,-50.3917,55.9756
8416,L,-7.3388,-50.2394,53.8857
8417,L,-7.6734,-50.7291,51.7460
8418,L,-5.9693,-52.2591,49.9712
8419,L,-6.2266,-53.7142,48.2242
8420,L,-9.1174,-54.5107,46.7662
8421,L,-9.2191,-56.1966,56.4427
8422,L,-8.8902,-56.1093,54.8854
8423,L,-8.9612,-55.9399,53.1895
8424,L,-11.2044,-60.5350,52.2479
8425,L,-11.5458,-57.3003,51.6010
8426,L,-9.6054,-55.6819,51.3904
8427,L,-10.6445,-55.5594,49.3920
8428,L,-11.2555,-55.8775,47.2720
8429,L,-10.9410,-56.6194,45.1502
8430,L,-8.9025,-59.1844,43.4568
8431,L,-7.2885,-61.2488,42.3276
8432,L,-6.2414,-63.7105,41.2705
8433,L,-5.5825,-66.0347,43.7873
8434,L,-5.6748,-66.5747,41.6178
8435,L,-5.4717,-67.1535,39.1743
8436,L,-4.3010,-70.2749,37.5986
8437,L,-7.1081,-70.5074,36.4075
8438,L,-6.6619,15.8381,24.9381
8439,L,-5.4471,13.6940,25.0378
8440,L,-6.5504,12.7386,26.3580
8441,L,-6.2339,9.6317,27.7673
8442,L,-6.0928,6.3993,29.1280
8443,L,-5.1960,7.6300,30.7718
8444,L,-6.2016,5.4804,30.5515
8445,L,-6.2742,3.1600,30.2619
8446,L,-6.4655,-0.2509,31.0922
8447,L,-6.5144,-3.6530,31.7924
8448,L,-6.4822,-7.0884,32.1638
8449,L,-5.2141,1.2609,38.6218
8450,L,-4.4170,-0.2149,37.8070
8451,L,-4.3614,-2.0803,36.3760
8452,L,-4.3198,-7.0227,38.9796
8453,L,-4.1884,-5.5620,36.8461
8454,L,-3.9500,-4.0260,34.5784
8455,L,-4.3247,-6.0044,33.3840
8456,L,-5.6059,-8.2450,32.9661
8457,L,-6.4970,-10.6138,32.2745
8458,L,-6.1874,-14.0224,32.2919
8459,L,-5.6889,-17.3744,32.0507
8460,L,-5.3409,-20.4972,31.7055
8461,L,-3.8618,-19.4302,34.4633
8462,L,-3.9448,-21.4268,32.5500
8463,L,-4.8853,-23.4466,31.4031
