vertex_index,hemisphere,x_mm,y_mm,z_mm
5940,L,-8.2374,52.0223,-6.6391
5941,L,-9.0323,49.5669,-8.2292
5942,L,-11.1439,50.1842,-5.5350
5943,L,-13.0862,47.5908,-3.9066
5944,L,-36.0590,17.4013,22.6288
5945,L,-38.5030,16.6420,21.7249
5946,L,-37.3789,18.9648,21.6411
5947,L,-38.6199,20.2558,20.5362
5948,L,-40.1141,21.6408,19.6620
5949,L,-39.2308,45.9688,1.7444
5950,L,-38.6691,43.0642,1.0471
5951,L,-37.8061,44.2725,-0.7334
5952,L,-38.3236,41.8918,-3.7863
5953,L,-40.6737,39.7053,-5.6404
5954,L,-43.0280,37.9636,-7.1448
5955,L,-40.9965,41.2240,-8.1222
5956,L,-41.9952,43.7111,-9.8011
5957,L,-39.4857,-31.3294,9.0593
5958,L,-41.4748,-29.6256,8.7763
5959,L,-38.7324,-30.4099,11.2023
5960,L,-37.1774,-29.4157,12.1841
5961,L,-35.2603,-29.1488,11.3697
5962,L,-38.1255,6.7460,12.5566
5963,L,-36.4048,4.5311,13.6892
5964,L,-36.7123,8.0614,13.2546
5965,L,-35.0362,9.3015,13.5179
5966,L,-33.3738,10.5564,13.3954
5967,L,-32.0166,11.5522,13.1216
5968,L,-33.5093,14.0515,13.0381
5969,L,-33.7277,17.2113,12.5375
5970,L,-34.3831,20.2771,12.0309
5971,L,-59.9488,-29.5340,30.8291
5972,L,-61.8753,-30.6837,31.7615
5973,L,-61.7548,-29.8185,29.5849
5974,L,-62.8787,-30.4467,27.8673
5975,L,-63.1701,-31.2613,25.7788
5976,L,-37.5627,-31.4327,21.7841
5977,L,-37.9983,-33.5265,20.3522
5978,L,-35.9137,-34.2676,19.6668
5979,L,-35.5295,-35.9005,15.7250
5980,L,-36.8351,-36.1079,11.6226
5981,L,-38.7932,-35.6208,8.6633
5982,L,-37.0067,-34.5961,10.2171
5983,L,-37.9739,-32.8511,9.3103
5984,L,-45.9998,-70.4986,22.8145
5985,L,-43.8992,-69.7253,20.5059
5986,L,-45.2449,-68.8790,21.5928
5987,L,-43.4365,-67.2768,20.9899
5988,L,-41.6182,-65.8752,20.3793
5989,L,-56.0592,-52.8152,16.9866
5990,L,-53.8347,-51.2911,16.1316
5991,L,-56.3924,-51.0242,15.0474
5992,L,-56.7919,-48.8521,13.6296
5993,L,-56.9336,-46.2049,12.0667
5994,L,-56.7309,-44.2765,10.2842
5995,L,-59.3243,-44.9164,11.4851
5996,L,-61.4736,-43.9595,11.1023
5997,L,-63.2672,-42.6107,11.0419
5998,L,-27.1737,-53.6035,46.2715
5999,L,-26.3894,-55.4073,45.2787
6000,L,-26.6347,-54.5474,43.4991
6001,L,-26.7125,-55.7317,41.0013
6002,L,-27.7560,-57.2079,39.2972
6003,L,-39.1164,-69.7948,35.2728
6004,L,-38.2226,-71.5972,35.3954
6005,L,-39.9903,-71.5981,32.9295
6006,L,-42.4675,-72.6707,31.7237
6007,L,-44.2243,-73.7497,30.1249
6008,L,-44.1113,-74.0964,28.0619
6009,L,-45.9935,-72.5908,27.3378
6010,L,-46.6576,-71.4369,25.0141
6011,L,-15.1804,-64.5322,30.6144
6012,L,-18.5549,-67.1930,27.4391
6013,L,-17.6483,-67.3693,29.2811
6014,L,-19.0123,-71.1401,27.4380
6015,L,-18.4010,-74.8428,25.8899
6016,L,-22.5233,-84.7933,23.5026
6017,L,-19.1220,-86.0321,23.7521
6018,L,-20.4129,-85.4055,21.6270
6019,L,-18.5150,-86.2430,19.4645
6020,L,-17.7459,-88.4985,17.3637
6021,L,-18.4599,-90.7943,16.0513
6022,L,-19.3460,-87.1763,15.4003
6023,L,-21.9697,-85.9992,13.7514
6024,L,-24.4973,-84.8128,12.6730
6025,L,-16.6853,-39.2470,51.8797
6026,L,-17.5841,-39.2905,49.5890
6027,L,-17.8804,-41.7305,50.9123
6028,L,-17.4351,-44.1400,49.5043
6029,L,-15.4532,-45.4308,48.2691
6030,L,-4.3748,-67.7470,37.2302
6031,L,-5.5391,-65.1012,36.5709
6032,L,-3.6687,-68.3313,35.0382
6033,L,-3.4713,-68.8506,32.6498
6034,L,-4.2690,-68.8385,30.5183
6035,L,-5.3297,-68.4672,28.8969
6036,L,-7.7609,-67.5593,30.1523
6037,L,-11.1436,-65.0798,30.9171
6038,L,-1.2641,19.0897,18.9737
6039,L,-0.5864,15.9581,18.0765
6040,L,-0.9154,16.0716,20.2512
6041,L,-0.6979,12.7670,21.3722
6042,L,-0.6148,9.1936,22.4949
6043,L,-6.3801,-25.5752,30.9721
6044,L,-8.1254,-25.3610,30.5028
6045,L,-7.8616,-28.3154,30.4996
6046,L,-8.5969,-31.0605,29.7557
6047,L,-8.8460,-34.2525,28.6566
6048,L,-8.9173,-36.7458,27.5344
6049,L,-8.0634,-36.5246,28.5842
6050,L,-6.2047,-38.5232,28.1165
6051,L,-4.4832,-40.5573,28.2634
6052,L,-18.4417,25.0183,-20.6452
6053,L,-18.6394,21.9696,-19.0961
6054,L,-17.1434,22.7463,-22.4400
6055,L,-15.8849,19.9813,-23.0166
6056,L,-15.2259,17.1896,-22.2258
6057,L,-25.1930,-18.6300,-11.8667
6058,L,-27.2845,-17.6649,-12.0458
6059,L,-30.8178,-19.7208,-12.2242
6060,L,-35.6902,-20.2530,-13.6073
6061,L,-38.6062,-20.6501,-15.8968
6062,L,-38.8317,-21.2996,-18.3405
6063,L,-39.2168,-22.8378,-16.3038
6064,L,-39.2392,-25.0059,-16.4502
6065,L,-38.6418,-27.2090,-16.3169
6066,L,-53.6423,-2.5808,-5.6931
6067,L,-56.5504,1.1033,-6.1133
6068,L,-54.3777,0.5097,-7.1760
6069,L,-54.3825,3.4204,-8.6434
6070,L,-54.1531,6.1586,-10.1325
6071,L,-32.1591,12.2117,-35.4050
6072,L,-31.7774,15.2545,-36.5073
6073,L,-28.9738,13.5219,-37.0913
6074,L,-27.6549,12.3292,-39.0612
6075,L,-27.9967,9.6860,-39.9698
6076,L,-28.8726,6.6107,-39.7778
6077,L,-26.7903,7.5200,-40.5225
6078,L,-25.8815,5.2577,-40.8782
6079,L,-25.5526,3.0404,-39.6965
6080,L,-53.7864,-61.7643,-1.6194
6081,L,-53.0002,-63.0256,-2.9957
6082,L,-54.8328,-61.1987,-3.3806
6083,L,-54.4525,-59.1327,-4.5052
6084,L,-53.8363,-57.3825,-5.8591
6085,L,-54.5605,-24.2452,-20.8553
6086,L,-52.7078,-27.6507,-20.8807
6087,L,-52.6574,-25.2083,-23.1945
6088,L,-53.4347,-26.4948,-26.0521
6089,L,-54.9646,-27.4884,-28.1904
6090,L,-55.5001,-27.9466,-29.7527
6091,L,-55.3093,-24.4199,-29.5106
6092,L,-55.2390,-21.5041,-31.6652
6093,L,-54.5423,-18.9861,-33.5701
6094,L,-10.9389,-88.4941,5.2698
6095,L,-12.2449,-87.4619,3.2070
6096,L,-12.2142,-88.8958,1.6907
6097,L,-10.8362,-89.3891,-1.6188
6098,L,-7.8232,-90.6360,-3.5316
6099,L,-32.7621,-75.9628,-13.8178
6100,L,-30.3239,-76.8903,-12.0747
6101,L,-32.1826,-73.4743,-15.2043
6102,L,-31.9283,-70.6526,-15.6290
6103,L,-32.3218,-67.8447,-15.6509
6104,L,-32.0187,-65.3013,-15.7884
6105,L,-35.5466,-63.7129,-15.6327
6106,L,-38.1591,-59.6636,-17.8930
6107,L,-39.8513,-56.0764,-20.3433
6108,L,-4.9470,-25.2935,5.5929
6109,L,-4.9703,-26.1695,2.9565
6110,L,-6.2561,-27.7463,3.8378
6111,L,-7.9820,-30.3775,2.0732
6112,L,-10.1546,-32.9193,0.3558
6113,L,-15.3155,-49.3931,-7.3332
6114,L,-16.8720,-45.7808,-8.6315
6115,L,-17.8089,-48.9928,-8.7707
6116,L,-20.0034,-47.5654,-8.6628
6117,L,-21.1662,-45.3750,-7.8971
6118,L,-22.4561,-43.6310,-8.0438
6119,L,-22.8238,-47.5815,-6.4830
6120,L,-24.2817,-49.6602,-5.5883
6121,L,-25.8008,-51.3863,-5.0323
6122,L,-46.5432,-11.6111,44.8629
6123,L,-49.7265,-9.6019,46.9021
6124,L,-48.0601,-10.5254,47.7264
6125,L,-48.0768,-9.1682,49.2592
6126,L,-47.2070,-8.0475,48.6769
6127,L,-36.9299,-8.3101,49.1880
6128,L,-38.5373,-7.7557,46.8500
6129,L,-35.9530,-7.9003,45.2542
6130,L,-34.8070,-5.6849,43.2262
6131,L,-34.0181,-2.8767,44.2917
6132,L,-33.9014,-0.6764,47.1693
6133,L,-31.7056,-2.5971,46.1786
6134,L,-29.5598,-2.3994,47.0918
6135,L,-28.0384,-1.3981,47.3968
6136,L,-44.5103,-22.6798,57.3750
6137,L,-45.0328,-20.9598,55.9592
6138,L,-43.8849,-22.8282,53.3271
6139,L,-41.8822,-23.0923,49.5197
6140,L,-39.3897,-22.9233,46.1257
6141,L,-33.4814,-16.4878,47.9149
6142,L,-32.2824,-18.1347,45.4408
6143,L,-33.6368,-15.6436,45.3608
6144,L,-34.3918,-15.2317,43.0119
6145,L,-35.6268,-15.0217,40.9401
6146,L,-37.1276,-14.9835,39.2516
6147,L,-39.0030,-13.8632,41.8521
6148,L,-42.4809,-13.2876,42.9006
6149,L,-22.2237,-31.7402,61.6954
6150,L,-24.5442,-30.8519,64.8588
6151,L,-24.1230,-30.9603,60.8985
6152,L,-26.1717,-30.4475,60.3457
6153,L,-28.4021,-30.5140,59.9560
6154,L,-32.1644,-29.7866,49.7630
6155,L,-32.1825,-30.5576,52.3213
6156,L,-34.6140,-30.0185,52.3460
6157,L,-37.4144,-29.5612,55.5061
6158,L,-39.8840,-28.4632,58.4670
6159,L,-41.3103,-26.9069,60.8616
6160,L,-41.6119,-26.7025,58.1497
6161,L,-43.2178,-24.8511,57.8375
6162,L,-16.8451,-17.3399,63.4501
6163,L,-16.2681,-18.3757,65.4963
6164,L,-18.5257,-18.3968,66.2676
6165,L,-19.8193,-18.9051,69.0504
6166,L,-20.6037,-20.0768,70.9896
6167,L,-22.6025,-23.5252,60.5282
6168,L,-21.2985,-23.6969,62.5260
6169,L,-20.0964,-24.7543,58.5680
6170,L,-18.0120,-26.9455,56.8533
6171,L,-16.5982,-29.6289,56.1411
6172,L,-16.1395,-32.0301,56.8027
6173,L,-18.0662,-31.7898,55.9462
6174,L,-20.1042,-32.5247,57.9607
6175,L,-26.6975,-0.7875,47.1902
6176,L,-26.0758,-2.9778,45.7634
6177,L,-24.2561,-4.8123,44.8610
6178,L,-22.9261,-6.8192,45.8187
6179,L,-25.8895,-14.2147,57.8896
6180,L,-24.2055,-13.7025,54.9792
6181,L,-23.7570,-14.3757,57.7996
6182,L,-21.7933,-14.1870,57.7763
6183,L,-19.8993,-13.5295,57.9691
6184,L,-18.7691,-12.4133,58.6260
6185,L,-19.1528,-15.0292,59.3728
6186,L,-18.1294,-16.2810,61.5085
6187,L,-9.6757,64.7584,9.7601
6188,L,-9.5699,63.0467,11.2887
6189,L,-9.7776,64.6244,13.1904
6190,L,-9.0717,64.0615,16.4862
6191,L,-9.0800,62.3747,19.3596
6192,L,-14.0041,51.6032,28.7041
6193,L,-12.1943,54.5133,27.3175
6194,L,-12.5219,52.4166,30.7350
6195,L,-10.9840,52.6048,33.2740
6196,L,-9.3837,52.5126,35.8902
6197,L,-7.7098,51.6935,37.7300
6198,L,-9.1972,49.6896,38.4459
6199,L,-9.5804,46.8501,41.0146
6200,L,-10.5010,44.1205,43.2019
6201,L,-33.1861,50.2807,3.9800
6202,L,-32.0604,50.7156,1.8750
6203,L,-30.6253,49.6136,3.3120
6204,L,-27.9327,48.5582,2.2993
6205,L,-25.0066,49.6790,2.2505
6206,L,-24.7036,58.4405,11.1128
6207,L,-22.8307,57.6840,8.6332
6208,L,-22.5487,61.2125,9.2910
6209,L,-19.3799,62.0531,7.6387
6210,L,-16.4039,62.0787,5.9212
6211,L,-13.3770,62.3771,4.4425
6212,L,-13.4689,64.0720,7.5396
6213,L,-11.0883,65.5441,8.7502
6214,L,-43.7595,31.7698,26.6321
6215,L,-43.9944,32.4472,24.9413
6216,L,-41.9563,33.3137,25.3218
6217,L,-40.9734,35.6849,24.0520
6218,L,-41.2225,38.4265,23.0019
6219,L,-34.9815,48.3172,17.5359
6220,L,-36.9530,47.3596,18.0023
6221,L,-36.0437,49.5743,16.8072
6222,L,-36.8263,49.8844,15.1139
6223,L,-37.5956,50.0770,12.8861
6224,L,-38.4308,49.6767,10.3443
6225,L,-36.4022,51.5236,10.1565
6226,L,-34.6933,50.5022,7.0569
6227,L,-40.0597,-20.7009,19.6306
6228,L,-38.8944,-20.3410,20.6694
6229,L,-41.4914,-17.7186,20.1871
6230,L,-42.5413,-14.6759,20.2169
6231,L,-42.9530,-11.7964,18.7230
6232,L,-49.1812,-0.4980,7.1632
6233,L,-47.8940,-2.8519,9.9420
6234,L,-48.1391,0.5127,8.2284
6235,L,-46.8501,1.3284,9.2426
6236,L,-45.3330,2.1415,10.0452
6237,L,-43.6551,2.7176,10.7097
6238,L,-44.8455,4.6032,7.5507
6239,L,-44.5538,7.2793,5.3761
6240,L,-44.4501,9.9637,3.7399
6241,L,-60.1982,-18.0467,23.7362
6242,L,-58.3106,-20.3300,23.5466
6243,L,-58.7924,-18.1426,22.8173
6244,L,-57.2907,-18.0218,21.6454
6245,L,-55.6075,-17.8729,20.2995
6246,L,-53.9126,-14.9247,15.2158
6247,L,-53.3025,-16.6772,14.2209
6248,L,-50.8810,-16.4116,14.4740
6249,L,-47.9352,-18.2682,14.8394
6250,L,-45.4900,-20.3273,16.5246
6251,L,-43.5827,-21.8930,18.7865
6252,L,-43.0127,-20.8124,16.8439
6253,L,-41.3555,-20.7205,18.1992
6254,L,-44.1942,-63.1789,34.7172
6255,L,-43.1355,-62.2983,32.7541
6256,L,-45.7775,-62.4400,33.3071
6257,L,-47.3997,-61.7752,31.5582
6258,L,-49.2833,-60.6369,30.0894
6259,L,-48.8619,-52.0799,30.6848
6260,L,-48.9459,-54.3606,29.4855
6261,L,-49.6083,-52.4370,28.5793
6262,L,-50.6966,-52.7301,27.0102
6263,L,-51.9089,-52.9350,25.5100
6264,L,-53.0945,-53.2724,24.0426
6265,L,-53.9026,-51.9398,24.8741
6266,L,-56.1308,-51.4148,24.7830
6267,L,-58.2922,-51.4929,24.8515
6268,L,-35.1079,-50.2392,32.7268
6269,L,-35.4695,-52.5178,32.9792
6270,L,-37.5892,-52.6570,33.2635
6271,L,-39.3855,-54.9484,35.0187
6272,L,-40.7836,-57.1617,37.3863
6273,L,-48.0389,-58.7573,41.6814
6274,L,-46.6189,-59.8114,41.5116
6275,L,-47.9760,-61.1181,41.7370
6276,L,-47.4597,-63.1002,42.0018
6277,L,-46.2683,-64.4912,41.4037
6278,L,-44.0874,-65.0620,40.5640
6279,L,-46.0533,-64.4954,39.1382
6280,L,-45.2382,-63.8547,36.6091
6281,L,-7.1362,-73.3425,41.1012
6282,L,-10.2442,-72.9283,40.7381
6283,L,-9.4253,-74.1271,41.9043
6284,L,-11.7587,-74.7885,42.7428
6285,L,-14.2696,-75.3599,43.4060
6286,L,-15.7362,-73.3973,43.6604
6287,L,-16.8063,-75.4157,44.3260
6288,L,-17.7393,-74.1647,42.2254
6289,L,-19.7432,-74.6198,40.7660
6290,L,-21.1436,-76.2420,38.4331
6291,L,-21.5237,-77.6252,35.5228
6292,L,-21.6293,-74.9186,35.2977
6293,L,-22.4670,-73.1098,32.3534
6294,L,-23.0265,-70.7854,29.7359
6295,L,-6.4707,-50.8517,60.2777
6296,L,-6.5356,-50.7200,58.0775
6297,L,-7.2647,-52.3631,58.5847
6298,L,-7.5160,-54.0096,56.4349
6299,L,-7.2163,-55.1868,54.6395
6300,L,-7.9391,-65.7202,53.8344
6301,L,-9.5994,-63.5080,52.8990
6302,L,-7.2089,-65.5815,51.6809
6303,L,-6.5332,-65.3375,49.6677
6304,L,-6.1591,-65.4783,47.8031
6305,L,-5.8674,-65.7253,45.7175
6306,L,-5.5179,-68.8696,45.7465
6307,L,-5.8156,-71.7268,43.3749
6308,L,-5.0809,11.2837,33.2298
6309,L,-4.4590,9.5418,31.7544
6310,L,-4.7149,8.1188,33.8892
6311,L,-4.4702,4.8180,34.7702
6312,L,-4.3927,1.4821,35.5873
6313,L,-6.9921,-10.4080,40.5094
6314,L,-5.2570,-8.7883,40.4182
6315,L,-5.7618,-11.9138,39.7925
6316,L,-4.6179,-13.5436,38.9898
6317,L,-3.9263,-15.4507,38.0863
6318,L,-3.9651,-17.4844,36.4971
6319,L,-4.0006,-18.8254,38.7603
6320,L,-4.1337,-21.9957,39.3616
6321,L,-4.8463,-24.9601,39.4345
6322,L,-6.1377,24.5084,-24.1983
6323,L,-7.9707,22.7390,-20.9675
6324,L,-6.7328,20.8338,-22.7060
6325,L,-7.1678,17.6043,-20.4372
6326,L,-7.2720,13.6224,-18.0035
6327,L,-5.1217,-2.5768,-12.5299
6328,L,-5.9328,-1.0046,-13.7663
6329,L,-6.3207,-5.6197,-12.9414
6330,L,-8.1155,-9.0169,-14.0266
6331,L,-10.1440,-11.3397,-16.3421
6332,L,-12.4672,-12.9719,-17.1427
6333,L,-11.3682,-14.5975,-19.2198
6334,L,-13.3691,-18.2491,-20.1857
6335,L,-15.0136,-21.6969,-18.9425
6336,L,-38.0131,-10.6575,-13.0847
6337,L,-40.7472,-10.2072,-15.9718
6338,L,-38.6052,-9.2332,-14.5777
6339,L,-39.0997,-7.7610,-16.2012
6340,L,-39.4776,-6.2852,-17.8389
6341,L,-36.6346,2.6712,-12.3645
6342,L,-37.5327,-0.4237,-15.1555
6343,L,-37.2950,0.8039,-16.1676
6344,L,-37.7679,0.5153,-20.4027
6345,L,-38.1331,1.5313,-24.2164
6346,L,-38.2148,3.8082,-26.7706
6347,L,-36.9039,2.2826,-24.6704
6348,L,-35.6049,2.7084,-25.0358
6349,L,-34.2800,2.7335,-25.0409
6350,L,-61.2330,-43.2367,-3.6446
6351,L,-62.8683,-42.7609,-4.5369
6352,L,-60.5253,-41.7381,-5.9354
6353,L,-60.2847,-40.1167,-8.3600
6354,L,-60.2658,-38.2555,-10.3514
6355,L,-56.1771,-26.0886,-13.3250
6356,L,-58.4918,-27.4382,-12.5066
6357,L,-59.8233,-25.1117,-13.5533
6358,L,-63.1767,-24.1116,-13.7728
6359,L,-64.8700,-23.6277,-14.7800
6360,L,-64.6393,-23.5627,-16.1344
6361,L,-64.5992,-20.8228,-15.5497
6362,L,-63.9621,-17.7465,-16.7976
6363,L,-63.1412,-14.9696,-18.8382
6364,L,-15.2314,-99.7032,-5.8690
6365,L,-16.7360,-97.7227,-8.7111
6366,L,-16.6702,-99.0866,-10.5652
6367,L,-16.6231,-98.9238,-14.6073
6368,L,-17.6738,-97.7274,-16.9949
6369,L,-32.0211,-90.8306,-14.7804
6370,L,-29.0778,-91.9264,-15.5529
6371,L,-32.1950,-89.6863,-16.3786
6372,L,-32.0027,-87.5061,-16.8781
6373,L,-31.6220,-85.4364,-17.0928
6374,L,-32.2512,-83.4732,-15.9359
6375,L,-35.3584,-82.8413,-15.3810
6376,L,-37.7360,-80.0100,-13.7957
6377,L,-39.1182,-77.2495,-13.7134
6378,L,-6.3716,-39.8394,5.6786
6379,L,-8.6529,-39.4588,5.0277
6380,L,-8.9292,-41.5423,5.2468
6381,L,-11.3752,-43.8265,4.9288
6382,L,-10.9618,-45.0193,2.6188
6383,L,-23.5236,-56.4610,1.1594
6384,L,-22.3869,-53.4916,0.8670
6385,L,-22.5683,-56.1240,-0.5687
6386,L,-21.1590,-55.7891,-1.8414
6387,L,-19.2122,-55.3880,-2.6569
6388,L,-17.2427,-54.6873,-3.2997
6389,L,-15.7750,-57.6220,-1.2438
6390,L,-11.7063,-58.3016,0.0957
6391,L,-9.3104,-59.6948,-0.0868
6392,L,-59.5064,1.4164,20.0221
6393,L,-59.3946,4.0437,18.9615
6394,L,-59.3111,4.5105,21.2709
6395,L,-57.5369,5.7557,22.3046
6396,L,-55.0194,5.0411,23.0104
6397,L,-46.4890,0.7790,28.7181
6398,L,-46.5126,2.3983,27.6819
6399,L,-43.2568,0.9681,27.7966
6400,L,-39.9885,1.5443,26.4716
6401,L,-37.2045,2.7689,25.3199
6402,L,-35.6364,5.2790,24.5764
6403,L,-34.7314,4.5226,26.2596
6404,L,-33.2293,7.0725,27.4906
6405,L,-33.1096,9.9427,29.0330
6406,L,-47.1263,1.8298,44.4294
6407,L,-46.1187,0.6686,42.5221
6408,L,-43.1079,2.1254,42.5709
6409,L,-39.5225,3.0205,41.3124
6410,L,-37.7111,5.4221,41.1539
6411,L,-42.3859,16.8553,44.5333
6412,L,-42.2664,14.5049,42.9295
6413,L,-42.9222,17.4199,42.0291
6414,L,-42.3901,17.0516,39.5846
6415,L,-40.7439,16.5249,37.1047
6416,L,-39.4603,16.6657,35.1496
6417,L,-42.0729,19.1782,35.9620
6418,L,-43.9983,21.1753,35.3010
6419,L,-45.7248,23.2228,34.5479
6420,L,-46.1877,25.2370,32.8041
6421,L,-45.1381,25.3362,34.9426
6422,L,-42.5306,26.8239,34.8546
6423,L,-39.3066,27.8452,34.4755
6424,L,-30.6504,27.5909,39.1063
6425,L,-31.1733,30.1498,39.5404
6426,L,-29.7541,30.2070,38.2093
6427,L,-29.2561,32.7471,37.6768
6428,L,-28.8091,34.8395,36.5516
6429,L,-28.9451,34.3467,33.7858
6430,L,-27.3060,35.4480,36.0205
6431,L,-25.7774,35.9002,35.1698
6432,L,-24.4411,36.3868,34.0763
6433,L,-45.1498,-40.1801,40.0451
6434,L,-46.8563,-40.1424,41.5627
6435,L,-45.0736,-38.8262,40.8040
6436,L,-45.6437,-37.0207,40.2305
6437,L,-46.7577,-35.8625,38.5131
6438,L,-45.1794,-26.7496,34.6344
6439,L,-45.6906,-28.8656,33.1729
6440,L,-46.5561,-27.0902,33.1179
6441,L,-48.3811,-27.6763,32.6546
6442,L,-50.4753,-28.3698,32.7304
6443,L,-52.6980,-28.8654,33.4014
6444,L,-50.9934,-26.9120,32.0542
6445,L,-51.6055,-25.3867,31.6107
6446,L,-52.4466,-23.4236,31.5376
6447,L,-48.1158,-18.4411,49.9448
6448,L,-51.3442,-17.6366,51.2277
6449,L,-49.9433,-18.2600,48.8779
6450,L,-51.8887,-18.4447,47.6660
6451,L,-53.6071,-18.4096,46.1626
6452,L,-50.3938,-16.0564,33.5141
6453,L,-52.3402,-16.2220,37.5717
6454,L,-54.2423,-14.7465,36.6648
6455,L,-57.4933,-13.4951,39.1521
6456,L,-59.1207,-14.4555,39.0821
6457,L,-58.5979,-16.4861,37.4478
6458,L,-59.9608,-13.8913,37.1907
6459,L,-60.5734,-13.3954,35.0804
6460,L,-61.0657,-13.2234,32.7423
6461,L,-61.2107,-13.8525,30.3948
6462,L,-61.9656,-11.2285,31.8484
6463,L,-61.8872,-9.7500,29.9662
6464,L,-61.2445,-8.7803,27.7902
6465,L,-51.9823,-5.7250,21.5745
6466,L,-52.8830,-8.5550,20.1984
6467,L,-53.0897,-5.5627,20.2061
6468,L,-54.2087,-5.6604,18.8121
6469,L,-55.3752,-5.9821,17.4977
6470,L,-56.6564,-6.4802,16.0459
6471,L,-56.2408,-2.9274,18.4251
6472,L,-58.0982,-0.8962,19.5867
6473,L,-20.8687,-57.0499,62.6313
6474,L,-21.7031,-58.8285,64.2453
6475,L,-22.3444,-56.9832,64.1455
6476,L,-24.2263,-56.7847,64.7138
6477,L,-26.2217,-56.3547,64.5428
6478,L,-28.1838,-47.7341,61.7741
6479,L,-29.6288,-49.8129,62.8620
6480,L,-30.9996,-49.1757,62.3472
6481,L,-34.0692,-50.7142,61.8683
6482,L,-35.9536,-52.7470,59.9616
6483,L,-35.2510,-53.8706,57.5621
6484,L,-36.9289,-52.2016,58.6028
6485,L,-37.2114,-51.5459,56.9396
6486,L,-37.1198,-50.8131,54.8376
6487,L,-30.6929,-33.4648,66.2838
6488,L,-28.3472,-34.3152,62.0272
6489,L,-30.6383,-34.5777,62.4783
6490,L,-30.4329,-35.3298,58.6943
6491,L,-30.7732,-35.7703,55.7951
6492,L,-34.6144,-36.9235,51.2108
6493,L,-33.9138,-37.8099,52.6302
6494,L,-32.2885,-38.6329,50.1139
6495,L,-32.2802,-41.5626,49.6544
6496,L,-34.4163,-43.5059,50.2938
6497,L,-36.3250,-45.0086,50.9105
6498,L,-35.3618,-44.2914,48.7665
6499,L,-36.0816,-45.1007,47.2798
6500,L,-35.4544,-46.0982,44.7076
6501,L,-33.4760,-45.9089,41.8569
6502,L,-35.5542,-45.3461,43.3471
6503,L,-35.2690,-44.6174,41.9384
6504,L,-35.2718,-43.8001,40.3804
6505,L,-34.8997,-35.6509,36.4919
6506,L,-34.8179,-38.2778,36.9209
6507,L,-36.5917,-37.5825,36.6377
6508,L,-38.8782,-39.6188,37.4413
6509,L,-40.7403,-41.0502,38.3093
6510,L,-42.1316,-42.4140,39.2261
6511,L,-42.2633,-40.6236,38.6587
6512,L,-43.7780,-40.4483,39.1444
6513,L,-5.2003,-10.2565,52.8006
6514,L,-5.4541,-13.0090,51.4006
6515,L,-5.2908,-13.3775,52.9463
6516,L,-4.7728,-16.3881,53.3317
6517,L,-5.0052,-19.1755,54.0331
6518,L,-8.4402,-21.3819,63.5319
6519,L,-9.2120,-21.8429,60.8427
6520,L,-8.9485,-24.6116,61.0448
6521,L,-7.4453,-27.4113,57.9705
6522,L,-5.7667,-29.8023,55.3895
6523,L,-5.2702,-31.9165,53.4495
6524,L,-5.4318,-32.0832,55.5621
6525,L,-5.3244,-34.6296,56.1718
6526,L,-5.3252,-37.0708,56.8088
6527,L,-12.6026,-22.1647,73.8227
6528,L,-10.5543,-21.9093,74.0323
6529,L,-10.5598,-24.6739,73.7613
6530,L,-8.6117,-27.3449,72.9668
6531,L,-6.8246,-29.7130,71.4783
6532,L,-7.2440,-39.4506,73.4605
6533,L,-5.4467,-40.4582,71.0749
6534,L,-6.1888,-41.5329,72.0826
6535,L,-6.1049,-42.9311,69.6466
6536,L,-6.3845,-42.7617,66.9481
6537,L,-6.8836,-42.0714,64.5601
6538,L,-9.3954,-41.9760,66.6803
6539,L,-13.0424,-41.0115,66.6909
6540,L,-15.6326,-43.4263,66.2815
6541,L,-14.6363,-46.6156,65.3415
6542,L,-14.9867,-45.9818,67.4305
6543,L,-13.0465,-48.4428,68.9640
6544,L,-11.8311,-49.8395,70.0204
6545,L,-18.0691,-48.4766,66.1643
6546,L,-16.7868,-49.7937,67.7104
6547,L,-16.6912,-50.0800,64.2803
6548,L,-15.7904,-51.9294,62.5744
6549,L,-15.6116,-53.3255,61.5191
6550,L,-15.7328,-54.3883,60.0257
6551,L,-17.0743,-54.1693,59.8269
6552,L,-19.2111,-55.8007,60.3675
6553,L,-23.4653,37.7037,32.9111
6554,L,-22.6886,35.2705,32.4990
6555,L,-20.8069,34.4385,31.9691
6556,L,-19.3803,33.5506,33.1841
6557,L,-20.5125,23.0001,42.0713
6558,L,-19.7913,25.6995,40.7285
6559,L,-19.7218,25.8236,44.0843
6560,L,-19.9579,29.1925,45.5944
6561,L,-20.2444,32.5445,46.6199
6562,L,-19.3049,35.5628,47.4615
6563,L,-20.5657,33.1564,49.2688
6564,L,-18.9647,31.9115,50.1869
6565,L,-16.8567,30.0493,49.3439
6566,L,-21.1076,4.6627,48.4171
6567,L,-21.6495,7.1914,48.2636
6568,L,-19.8694,6.2921,49.9469
6569,L,-19.2435,8.0859,51.8274
6570,L,-19.2072,9.9922,53.7878
6571,L,-17.9334,8.3547,63.5435
6572,L,-19.4476,10.3634,62.1592
6573,L,-17.3171,10.5769,60.9568
6574,L,-16.3044,13.1373,58.5701
6575,L,-15.5606,16.9518,57.2112
6576,L,-14.3593,20.2795,56.6550
